name,status,espnId,dob,citizenship,debutUsed,checkNote
Jose Penaloza,found,5089067,1994-09-25,Mexico,2021-12-03,
Pedro Henrique,found,4388936,1996-04-27,Brazil,2015-07-04,
Kazumasa Otani,miss,,,,,
Haroldo Ferreira de Mello Filho,miss,,,,,
Taylor Pierce,found,5152405,1992-11-03,USA,2019-09-28,
Matheus Araujo Fonseca,miss,,,,,
Ren Miyazaki,miss,5103614,,,,no dob on record
Emi Sato,miss,,,,,
Wataru Ogawa,miss,,,,,
Josha Vann,miss,,,,,
Serina Kondo,miss,,,,,
Kazuki Okamura,miss,,,,,
Hyung Seok Lee,found,4054969,1987-03-25,Korea,2012-03-24,
Gianluca Locicero,miss,,,,,
Juan Carlos De Leon,miss,5074232,,,,no dob on record
Alan Langer,found,4324528,1990-05-01,Poland,2016-10-08,
Wade Choate,found,2553929,1980-02-06,,2008-11-22,
Andres Lazcano,miss,,,,,
Francisco Prado,found,5123216,2002-06-16,Argentina,2023-02-11,
Paul Amaro,miss,3128290,,,,no dob on record
Paulo Thiago,found,2335735,1981-01-25,Brazil,2009-07-11,
Lance Phillips,miss,,,,,
Daisuke Maekawa,miss,,,,,
Kody Hammond,miss,5082521,,,,no dob on record
Evaniel Johnson,miss,,,,,
Tony Charles,miss,,,,,
Cameron Scalio,miss,,,,,
Scott Bear,ambiguous,,,,,3 MMA ids
In Ho Cha,miss,4018164,,,,no dob on record
Gasan Umalatov,found,3085301,1982-11-03,Russia,2012-06-28,
Hendrik Nitzsche,miss,3103803,,,,no dob on record
Ethan Duniam,miss,,,,,
Jota Ninomiya,miss,5105311,,,,no dob on record
Janay Harding,found,3925476,1994-09-28,Australia,2014-04-12,
Shakeem Richardson,miss,,,,,
Kota Fujisaki,miss,4566251,,,,no dob on record
Chris Avila,found,4022255,1993-01-16,USA,2014-01-18,
Mike Moreno,miss,3157938,,,,no dob on record
Edson Costa dos Santos,miss,,,,,
Gerald Bailey,miss,4238259,,,,no dob on record
Namnanbayar Tuul,found,5329624,1997-03-28,Mongolia,2022-05-28,
Alex Soto,found,2610172,1984-02-15,USA,2011-06-24,
Ukyo Chihara,miss,,,,,
Hidetaka Naka,miss,,,,,
Steve Moleski,found,4576984,1985-06-02,USA,2014-06-21,
Thomas Fisher,miss,,,,,
Akram Benali,found,4896545,1987-04-15,France,2015-12-12,
Brysen Bolahao,miss,,,,,
Chase Johnson,miss,4881471,,,,no dob on record
Hideki Sato,miss,,,,,
Marko Vardjan,miss,3952419,,,,no dob on record
Mikeal Kennedy,miss,,,,,
Pedro Henrique Farias,miss,,,,,
Seong Hyeok Choi,miss,5141913,,,,no dob on record
Slate Passmore,miss,,,,,
Dymitry Damianny,miss,,,,,
Amaechi Oselukwue,found,2556645,1985-04-24,,2012-08-24,
Andrew Huffman,miss,3032295,,,,no dob on record
Taichi Taninaka,miss,,,,,
Maximiliano Ortiz,found,5076014,1987-05-12,Argentina,2016-04-24,
Yoshito Itokawa,miss,,,,,
Katsuyoshi Takahashi,miss,,,,,
Dieye Papa Badara,miss,,,,,
Lucas Mast,miss,,,,,
Shawn Brown,found,4690547,1995-12-09,,2018-06-16,
Daiji Takahashi,miss,2950990,,,,no dob on record
Gunner Coronado,miss,,,,,
Montserrat Alvarez Cienfuegos Tendilla,miss,,,,,
Joel Whitney,miss,4034209,,,,no dob on record
Wally Wester,miss,4687605,,,,no dob on record
Henry Beltran,miss,,,,,
Leonardo Mesquita,miss,,,,,
Danny Mainus,found,3122043,1984-04-04,,2011-09-10,
Xiaoyang Liu,found,4315123,1991-06-17,China,2013-01-25,
Tyler Collins,miss,,,,,
Aaron Neveu,miss,3077645,,,,no dob on record
Felipe Rego,miss,4074007,,,,no dob on record
Elkhan Ibragimkhalilov,miss,4896587,,,,no dob on record
Bartlomiej Kurczewski,miss,3954045,,,,no dob on record
Damara Vargas,found,5309138,1998-11-21,Mexico,2021-08-13,
Yuki Shimizu,miss,,,,,
Edezio da Hora Santana,found,4876402,1992-09-05,Brazil,2018-06-30,
Thomas Terdjman,miss,4694894,,,,no dob on record
Aleksandar Stefanovic,miss,,,,,
Taiki Higuma,miss,,,,,
Joelson Henryke,miss,,,,,
Onigawara Lee,miss,,,,,
Tristin Kamaka,miss,,,,,
Gage Harper,miss,,,,,
Breno Marinho,found,5213055,1998-10-09,Brazil,2018-10-20,
Joao Gleiton,miss,,,,,
Uwe Schuder,miss,,,,,
William Spann III,miss,,,,,
Willem Struik,miss,4591744,,,,no dob on record
Carlos Barrientos,miss,,,,,
Morgan Rhynes,miss,,,,,
Richard Lashar,miss,,,,,
Ramon Barber,found,2515900,1982-04-12,USA,2011-02-05,
Clay French,found,2354253,1980-10-07,,2006-08-26,
Hector Gonzalez,miss,,,,,
Clever Souza,miss,5291828,,,,no dob on record
Takashi Morishima,miss,,,,,
Grace DiFrancesco,miss,,,,,
Laramie Shaffer,miss,3153366,,,,no dob on record
Masaki Suzuki,miss,,,,,
Andrey Seledtsov,found,4018591,1987-09-17,Russia,2015-08-01,
Giorgio Belsanti,found,4312400,1989-07-07,,2011-05-07,
Erick Ruano,found,4884879,1988-06-15,Guatemala,2014-08-09,
Martin Sheridan,miss,3090605,,,,no dob on record
Ronaldo Oliveira Silva,miss,3961763,,,,no dob on record
Gokhan Turkyilmaz,miss,3012496,,,,no dob on record
Wiktoria Wojciechowska,miss,,,,,
Nikhil Bhatt,miss,5125243,,,,no dob on record
Enoch Wilson,miss,2335891,,,,no dob on record
Federico Flores,miss,,,,,
Benjamin Baudrier,miss,4036116,,,,no dob on record
Waylon Lowe,found,2502387,1981-10-31,USA,2007-05-12,
Szymon Broncel,miss,,,,,
Turrell Galloway,found,2951221,1976-08-11,USA,2009-02-20,
Shinji Aoi,miss,,,,,
Azatbek Erkinbek Uulu,miss,,,,,
Alan Brykalski,miss,5080720,,,,no dob on record
Shakir McKillip,found,3143619,1992-01-02,USA,2013-03-23,
Jeong Eun Park,found,4389011,1996-09-17,,2015-05-02,
Yuji Hisamatsu,miss,2500839,,,,no dob on record
Robson Silva,ambiguous,,,,,2 MMA ids
Kritsada Kongsrichai,miss,4059110,,,,no dob on record
Liucai Cui,miss,4286253,,,,no dob on record
Hiroshi Shibata,miss,,,,,
Robbie Kennedy,miss,4915676,,,,no dob on record
Adrian Miranda,rejected,4400242,,,,name mismatch: Adrian Mazza Miranda
Yuki Arimoto,miss,,,,,
Carlos Lima,miss,3020096,,,,no dob on record
Kyohei Hagiwara,found,5110099,1995-12-28,Japan,2020-08-09,
Lucas Caio,found,3734006,1990-06-08,Brazil,2013-04-19,
Maico Machado,found,5130233,1991-08-08,Brazil,2021-08-28,
Mark Garcia,miss,3111968,,,,no dob on record
Darkhan Skakov,miss,5143044,,,,no dob on record
Rod Costa,miss,5099153,,,,no dob on record
Isaiah Mahto,found,5220779,1982-09-22,USA,2023-04-01,
Marcela Giantomassi Aguiar,miss,,,,,
Matt McCook,miss,2555653,,,,no dob on record
Roger Severson,found,4686797,1986-05-29,USA,2015-10-10,
Solomon Maldonado,miss,,,,,
Carlos Andre,miss,,,,,
Iain Postlethwaite,miss,4763896,,,,no dob on record
Lucas Oliveira de Faria,miss,,,,,
Mike Mucitelli,found,2983498,1983-12-07,,2010-10-22,
Josh Alvarez,miss,3097614,,,,no dob on record
Joseph Fulk,found,4408711,1984-03-19,,2013-09-14,
Robert Miczura,miss,,,,,
Chris Caterino,miss,4565656,,,,no dob on record
Josh Duenas,miss,3083871,,,,no dob on record
Nathielly Santos Campahy,found,4836485,1996-08-21,Brazil,2017-05-06,
Rhi Rhi Hudson,miss,,,,,
Isaiah Edwards,miss,4710989,,,,no dob on record
Alim Muhammed,miss,,,,,
Collin Mansanas,ambiguous,,,,,2 MMA ids
Dominic McConnell,miss,3011932,,,,no dob on record
Ruslan Abrekov,found,4708161,1990-07-03,France,2013-12-14,
Cody Stevens,miss,3002607,,,,no dob on record
Bruno Casillas,found,4701287,1983-09-09,Mexico,2019-04-27,
Jordan Isordia,miss,5125517,,,,no dob on record
Brandt Cooper,miss,,,,,
Terrence Almond,found,4290961,1983-07-02,USA,2016-01-08,
Arturs Ozolins,miss,4609235,,,,no dob on record
David Bernes,miss,,,,,
Baizhan Eldiyar,miss,,,,,
Edilson Franca,miss,3677560,,,,no dob on record
Ronald Jacobs,miss,3028086,,,,no dob on record
Mickael Bucher,miss,4567208,,,,no dob on record
Fabio Augusto de Assis Vasconcelos,found,4006381,1991-01-20,Brazil,2014-09-04,
Marcos Vinicius,ambiguous,,,,,3 MMA ids
Samuel Samples,miss,,,,,
Ziko Makengele,miss,,,,,
Coty Wheeler,miss,2517934,,,,no dob on record
Daniel Aguiar,miss,3672715,,,,no dob on record
Edward Lavallie,miss,,,,,
Donald Njatah Nya,found,4273396,1992-05-27,,2015-07-31,
Alexei Kudin,found,3016187,1984-12-20,Belarus,2011-12-10,
Ekper Gadzhiekperov,miss,,,,,
Phillipe Nover,found,2335693,1984-02-03,USA,2006-11-17,
Joe Wilk,found,2951507,1982-04-12,,2010-07-10,
Glenn McVeigh,found,4905277,1997-04-02,Northern Ireland,2020-08-01,
Roy Quispe,found,4401456,1998-10-10,Peru,2015-09-11,
Italo Freitas,miss,4420421,,,,no dob on record
Denis Farkas,miss,,,,,
Jordan Delano,miss,3097227,,,,no dob on record
Shuya Kimura,miss,,,,,
Coline Biron,miss,4826629,,,,no dob on record
Hisho Takeda,found,4337694,1991-04-10,,2013-04-07,
Matt McKeon,found,4065595,1986-12-17,USA,2016-04-08,
Seijo Imazaki,found,4878667,1977-12-04,USA,2018-09-22,
Kevin Woltkamp,miss,4081779,,,,no dob on record
Javier Duchene,miss,,,,,
Roger Pratcher,miss,4613170,,,,no dob on record
Kenichi Ito,found,3084178,1975-11-09,,2007-04-01,
Junya Kodo,miss,2951538,,,,no dob on record
Mickey Gall,found,3960470,1992-01-22,USA,2021-07-24,
Aniss Alhajjajy,miss,3090454,,,,no dob on record
Yutaro Suzuki,miss,,,,,
Robin Catalan,error,,,,,fetch failed
Mamuti Kuteman,miss,,,,,
Norimichi Yamada,miss,,,,,
Angela Magana,found,3024354,1983-08-02,USA,2007-04-07,
Shane Torres,found,5145574,1992-05-04,USA,2019-03-23,
Atsushi Fujinaka,miss,,,,,
Wellington Filho,miss,,,,,
Sarah Kleczka,found,4258582,1993-02-02,USA,2018-04-27,
Shinichi Hanawa,miss,4031356,,,,no dob on record
Christian Bizarretty,found,4610393,1983-06-05,USA,2014-10-30,
Nour El Din Essam,miss,5044362,,,,no dob on record
Denisson Teixeira Linhares,miss,5295694,,,,no dob on record
Shawn Lunghi,miss,,,,,
Brandon Bell,found,4685997,1984-11-13,USA,2008-04-26,
Vitor Morais,found,5163523,1996-08-09,Brazil,2017-09-29,
James Lynch,found,3925466,1990-10-17,USA,2015-03-07,
Curtis Demarce,found,2555492,1988-07-26,,2011-06-10,
Donzeill Marshall,miss,,,,,
Erick Maia,miss,,,,,
Alexander Nesterov,miss,4683527,,,,no dob on record
John Hawk,found,2609504,1979-12-10,USA,2010-08-28,
Cleodonilson Silva,miss,,,,,
Derrick Mehmen,found,2555300,1985-05-30,USA,2010-06-19,
Akinobu Watanabe,found,3104752,1983-06-09,,2009-05-20,
Charles Diaz,miss,2501590,,,,no dob on record
Richard Knepp,miss,4036102,,,,no dob on record
Victor Kuku,miss,3074822,,,,no dob on record
Keilen Fantroy,found,5144414,1991-07-25,USA,2020-09-11,
Mehmet Yueksel,error,,,,,fetch failed
Jonathan Gary,found,3087038,1985-04-22,USA,2009-04-25,
Franco Aranda,found,4688869,1996-01-21,Argentina,2018-03-09,
Aydin Kodekov,found,4808693,1994-04-04,Kazakhstan,2018-12-14,
Mohsen Bahari,miss,3100786,,,,no dob on record
Jaciel de Souza Lima,miss,3897241,,,,no dob on record
Trey Williams,miss,,,,,
Kengo Akaishi,miss,,,,,
Jason Edwards,miss,,,,,
Shoui Urushima,miss,,,,,
Hiroaki Mukuno,miss,,,,,
Adam Sindelar,miss,,,,,
Ryoma Kamimura,miss,,,,,
Assis Silva,ambiguous,,,,,3 MMA ids
Dwight Gipson,miss,3950311,,,,no dob on record
Savo Lazic,found,4275024,1988-12-10,Montenegro,2015-03-15,
Seiki Kuwamoto,miss,,,,,
Luis Duvan Rincon,found,5290815,1996-06-06,Colombia,2019-05-31,
Michael Parker,found,2557519,1979-11-20,,2010-04-24,
Austin Gunter,miss,,,,,
Young Bok Kil,found,4420416,1985-01-12,,2011-04-16,
Jameson Oliveira,found,5110481,1991-08-11,Brazil,2016-12-10,
Daniel Lima de Carvalho,miss,,,,,
Bendy Casimir,miss,2504557,,,,no dob on record
Cicero Coutinho,found,4401378,1985-11-25,,2015-07-17,
Jonathan Bosuku,found,3821331,1995-10-26,France,2014-02-15,
Marcin Sianos,miss,5081268,,,,no dob on record
Carlos Ochoa,ambiguous,,,,,2 MMA ids
Clint Hester,found,3026131,1986-11-21,USA,2009-11-13,
Jack Eglin,miss,5146694,,,,no dob on record
Diana Sanchez,miss,,,,,
CJay Hunter,found,4294516,1991-07-21,USA,2016-04-15,
Luiz Felipe Oliveira,miss,5172121,,,,no dob on record
Fabricio Soares,found,4613210,1991-09-08,Brazil,2012-07-21,
Eddie Arizmendi,found,2980278,1986-01-08,,2008-06-07,
Viktor Serhii,miss,,,,,
Matteus Lahdesmaki,found,3028083,1987-04-27,Finland,2007-08-25,
Charles Williams,miss,5172394,,,,no dob on record
Ludwing Salazar,miss,3074848,,,,no dob on record
Eduard Folayang,found,2975101,1984-11-22,Philippines,2009-11-21,
Jordan Bailey,found,4039832,1993-05-10,USA,2014-06-28,
Masaki Nishi,miss,,,,,
Arben Escayo,found,5141891,1987-06-19,Philippines,2015-08-27,
Umidjon Musaev,miss,4286773,,,,no dob on record
Mike Shipp,miss,,,,,
Long Shen,miss,,,,,
Ricky Jones Jr.,found,5105159,1989-06-16,USA,2019-03-09,
Joan Rodriguez,miss,,,,,
Gregor Shestakov,miss,,,,,
Joemar Gallaza,found,5277211,1990-04-20,Philippines,2016-12-17,
Denilson Souza,miss,,,,,
Dylan Smith,miss,,,,,
Alphonse Viny Bessala,miss,5074316,,,,no dob on record
Kylychbek Sadirdinov,error,,,,,fetch failed
Adam Ventre,miss,4049986,,,,no dob on record
Hiroaki Yoshioka,miss,2952128,,,,no dob on record
Daniel Emeka Eze,miss,5223858,,,,no dob on record
Jordan Plutin,miss,5213183,,,,no dob on record
Tiago Souza,found,5146057,1982-08-31,Brazil,2018-12-08,
Chengjin Wei,miss,,,,,
Xiaolong Wu,miss,4687106,,,,no dob on record
Dylan Brigman,miss,,,,,
Hunter Tucker,miss,3077996,,,,no dob on record
Natan Leite Ferreira,miss,,,,,
Fabricio Monteiro,miss,3107986,,,,no dob on record
Erik Neftaly Martinez,miss,,,,,
Shota Kondo,miss,4013062,,,,no dob on record
Macarena Aragon,found,5250419,2002-06-16,Argentina,2023-12-17,
Shinnosuke Ishihara,miss,,,,,
Weston Ogan,miss,,,,,
Genki Osako,miss,,,,,
Maxim Pugachev,found,4583682,1993-01-11,Belarus,2013-08-19,
Yusuke Kanaeda,miss,4589237,,,,no dob on record
Tyler Peterick,miss,,,,,
Tianlong Luo,miss,4894924,,,,no dob on record
Josh Clopton,found,2611955,1981-07-11,,2009-04-25,
Darren Towler,miss,2969669,,,,no dob on record
Bo Kunz,found,4588340,1983-07-14,USA,2015-11-21,
Kyle Jensen,miss,2396132,,,,no dob on record
Soichiro Umekawa,miss,,,,,
Teppei Maeyama,found,4409572,1995-06-12,Japan,2015-02-11,
Chris Roman,miss,3162550,,,,no dob on record
Jean Petrick,found,4695321,1989-01-09,Brazil,2014-05-01,
Mahiro Miyoshi,miss,,,,,
Kona Oliveira,found,4397578,1998-07-25,USA,2018-07-20,
Jibrin Inuwa Baba,miss,5317034,,,,no dob on record
Alexsandro Santos Rodrigues,miss,,,,,
Luis Cabrera,miss,,,,,
Mateus Martins Vasco,miss,,,,,
Hanceau Dorvil Nava,miss,,,,,
Dionel Sosa,miss,5149647,,,,no dob on record
Bair Asalkhanov,miss,,,,,
Devoniere Jackson,found,4416292,1993-10-01,USA,2014-06-21,
Niyaz Ahmed,found,5138200,1996-08-21,USA,2021-11-19,
Manny Gamburyan,miss,,,,,
James Neville,miss,5078464,,,,no dob on record
Ryan Reneau,miss,3137230,,,,no dob on record
Paola Garay,found,5121681,2002-04-23,Argentina,2019-12-15,
Stelios Theocharous,miss,5075313,,,,no dob on record
Islam Makoev,miss,4280465,,,,no dob on record
Nihad Nasufovic,found,4584165,1987-01-29,Montenegro,2017-09-10,
Joseph Ramirez,found,4349157,1988-05-25,USA,2016-08-04,
Mike Taylor,ambiguous,,,,,2 MMA ids
Shun Komiyama,miss,,,,,
Hitoshi Okamoto,error,,,,,fetch failed
Izic Fernandez,miss,,,,,
Albino Negrao,miss,,,,,
Emmanuel Colon,found,5145072,1991-07-03,USA,2022-05-14,
Shunichi Koga,miss,,,,,
Takuya Saito,miss,,,,,
Yasmeli Araque,miss,4693112,,,,no dob on record
Ben Buchan,miss,,,,,
Jay Bakanowski,miss,3173325,,,,no dob on record
Justin Cook,miss,4227049,,,,no dob on record
Gilberto Galvao,found,3900468,1982-03-09,Brazil,2007-08-25,
Ivan Vulchyn,miss,,,,,
Jose Mauricio da Rocha Jr.,ambiguous,,,,,2 MMA ids
Paulo Victor Franco,miss,4426069,,,,no dob on record
Danny Missin,found,3950358,1987-12-04,England,2012-10-28,
Tim McKenzie,miss,2335791,,,,no dob on record
Ray Lizama,miss,2500784,,,,no dob on record
Lorenzo Hunt,found,4423431,1982-09-09,USA,2015-11-13,
Elie Caille,found,5212947,2000-07-21,France,2022-06-04,
Ana Julaton,found,3944410,1980-07-05,,2014-05-02,
Guilherme Yuri Nakagawa,miss,,,,,
Aaron Robinson,ambiguous,,,,,2 MMA ids
Anastasiya Korzh,miss,,,,,
Luis Garcia,miss,,,,,
Caio Cesar,miss,,,,,
Ibuki Matsumaru,miss,,,,,
Vladimir Katykhin,found,4292653,1980-08-14,Ukraine,2011-08-05,
Yuki Teramoto,miss,,,,,
Pete Vandervort,miss,3032216,,,,no dob on record
Takashi Terada,miss,,,,,
Matt Betzold,found,3031283,1984-01-01,USA,2010-02-13,
Nelson Rojas,miss,,,,,
Marcos de Almeida,rejected,5141986,,,,name mismatch: Marcos Bruno Almeida de Oliveira
Fedor Babich,miss,,,,,
Sinjen Ruby,miss,,,,,
Peter Keepers,found,4806248,1997-08-14,USA,2020-09-11,
Marcos Jose da Silva,found,4421055,1981-10-31,,2013-05-04,
Steve Smith,miss,,,,,
Amanda Bobby Brundage,miss,,,,,
Eder Jones,miss,3020381,,,,no dob on record
Marlon Brito,miss,,,,,
Marlen Magee,found,4351089,1980-10-02,USA,2013-03-14,
Chris Kuntschik,miss,,,,,
Ryota Masuda,found,3900995,1983-05-27,,2009-05-24,
Luis Vargas,found,4426324,1991-09-16,USA,2016-11-19,
Esteban Gonzalez Martinez,miss,,,,,
Cody Pfister,found,2517112,1990-07-12,USA,2011-04-08,
Anthony Suarez,miss,,,,,
Roger Garcia,miss,,,,,
Jordan Currie,miss,3897968,,,,no dob on record
Anton Radko,found,5206491,1990-03-31,Ukraine,2017-05-06,
Jonas Boeno,found,4240975,1985-09-01,Brazil,2013-07-27,
Antonio Rogerio Nogueira,miss,,,,,
Muslim Makhmudov,miss,4063089,,,,no dob on record
Andrew Osborne,ambiguous,,,,,2 MMA ids
Pav Singh Sahota,miss,,,,,
Alex Schild,miss,,,,,
Lucas Mascena,found,3657882,1992-01-02,,2013-10-26,
Elder Lara,miss,3099599,,,,no dob on record
Abdou Kadirr Sowe,miss,,,,,
Mariya Suzuki,found,5208750,1994-10-04,Japan,2018-03-12,
Zulfikar Usmanov,found,3084455,1979-09-04,Russia,2013-08-21,
Dylan King,found,5145572,1993-05-18,USA,2020-07-11,
Ahmad Makki,miss,5210873,,,,no dob on record
Zarah Fairn,found,4078218,1983-12-10,France,2016-02-27,
Yutaka Hoshino,found,5139313,1994-01-25,Japan,2016-11-06,
Alan Arzeno,miss,2558060,,,,no dob on record
Korey Sutcliffe,found,5236300,1995-07-04,Australia,2023-02-11,
Edgar Davalos,found,5362588,1995-03-13,Paraguay,2021-07-03,
Zozimar de Oliveira Silva Junior,miss,,,,,
Jacky Brandon Bryant,miss,,,,,
Krissa Timbs,miss,,,,,
Adriana Schergen,miss,,,,,
Motohiro Takenawa,miss,3135305,,,,no dob on record
Joe Maama,miss,,,,,
Toshiaki Hayasaka,miss,,,,,
Scott Casey,miss,2570357,,,,no dob on record
Thiago Freitas de Oliveira,miss,,,,,
Alexander Sanchez,miss,,,,,
Rolando Perez,miss,2494734,,,,no dob on record
Mike Winters,miss,2557023,,,,no dob on record
Derinaldo Guerra da Silva,found,3900161,1980-01-07,Brazil,2013-05-04,
Thiago Valentay,miss,4745185,,,,no dob on record
Sora Fujita,miss,,,,,
Marcos Lopez,found,4887306,1993-06-29,USA,2016-06-10,
Amilcar Alves,found,2504231,1979-12-13,Brazil,2011-11-18,
Che Mills,found,2553271,1982-09-29,England,2009-11-01,
Gary Morris,miss,3022960,,,,no dob on record
Chino Duran,found,2999929,1982-01-07,USA,2006-06-09,
Frank Schuman,found,4054960,1993-04-12,,2016-10-28,
Ryuta Sakurai,found,2501512,1971-09-18,Japan,2003-05-05,
Omar Benjar,found,4010874,1990-05-14,,2015-06-13,
Sergio Silva Rodrigues,miss,2555572,,,,no dob on record
Marcelo Rodrigues Piazza Santos,found,4421014,1985-04-04,Brazil,2011-10-01,
Benjamin Molnar,found,4064693,1989-03-03,Hungary,2014-05-03,
Albert Tapia,found,3347004,1987-12-25,USA,2014-01-23,
Naoki Matsushita,miss,2553054,,,,no dob on record
Julia Moore,miss,,,,,
Diego Barroso,miss,,,,,
Jinbo Li,miss,,,,,
Logan Price,miss,5215328,,,,no dob on record
Dyego Roberto,found,3039887,1987-02-13,Brazil,2008-08-26,
Kealii Kanekoa,miss,,,,,
Brian Flamengo,miss,5076017,,,,no dob on record
Taro Kusano,miss,,,,,
David Haggstrom,miss,3085076,,,,no dob on record
Pumau Campbell,error,,,,,fetch failed
Pascal Kloser,miss,4275019,,,,no dob on record
Carlos Satiro,miss,,,,,
Jason Meaders,miss,2966846,,,,no dob on record
Levan Kirtadze,found,5332350,1995-09-06,Georgia,2021-06-01,
John Hosman,miss,2553923,,,,no dob on record
Claudio Aparecido Bertarello,miss,4404808,,,,no dob on record
Mario Tena,miss,5204380,,,,no dob on record
Hyeon Seok Seong,miss,,,,,
Jesus Rivas,miss,4687032,,,,no dob on record
Musa Sethwape,miss,5289507,,,,no dob on record
Reima Tsuda,miss,,,,,
Takayuki Kobayashi,miss,3941062,,,,no dob on record
Felipe Boaventura,found,5048838,1987-01-29,Brazil,2018-09-09,
Jonas dos Santos,ambiguous,,,,,2 MMA ids
Myrzamedin Pazylov,miss,,,,,
Ivan Paiva Oliveira,miss,,,,,
Marcio Henrique Castanheira,found,3017967,1988-09-02,Brazil,2011-08-18,
Nichola Usoltseff,miss,,,,,
Seung Gu Kim,found,5212294,1989-05-09,Korea,2015-03-01,
Silas Alves de Oliveira,miss,,,,,
Tarcisio Henrique,miss,,,,,
David Richardson,found,5296767,1991-09-05,USA,2023-12-02,
Bruno Belabela Mukulu,miss,4291053,,,,no dob on record
Adam David Mays,miss,,,,,
Soichiro Kimura,miss,,,,,
Owen Gayle,miss,,,,,
Harvey Mardis,found,5295153,2003-01-03,USA,2023-09-09,
Alitzel Mariscal,miss,5000987,,,,no dob on record
C.J. Ewer,miss,4392720,,,,no dob on record
Alex Rojas,miss,3094190,,,,no dob on record
Josh Plant,miss,4426139,,,,no dob on record
Jeremy Small,miss,4030350,,,,no dob on record
Erick Washington,miss,5290804,,,,no dob on record
Fabio Lima,ambiguous,,,,,2 MMA ids
Tayde Garcia,found,5214958,2003-09-30,USA,2023-06-30,
Xiaohong Xie,miss,,,,,
Jonathon Appelman,miss,,,,,
Brandon McMahan,found,4610228,1987-12-12,USA,2012-01-27,
Jeremy Czarnecki,miss,3045733,,,,no dob on record
Kate Da Silva,found,3161697,1982-12-26,New Zealand,2013-08-31,
Shinji Sasaki,found,3164345,1980-05-02,Japan,2006-11-10,
Ricky Johnson,miss,,,,,
Eric Souza Lima,miss,4910216,,,,no dob on record
Danijel Solaja,miss,,,,,
Dennis Hallman,found,2488860,1975-12-02,USA,2000-04-02,
Darrell Flores,miss,3902686,,,,no dob on record
Josh Diekmann,found,2555683,1976-10-09,,2012-10-06,
P.J. Cajigas,miss,4045945,,,,no dob on record
Szymon Dusza,found,3152441,1990-05-19,Poland,2013-03-09,
Randy Turner,miss,3077626,,,,no dob on record
Gordon Roodman,found,4566363,1985-03-19,South Africa,2014-05-01,
Kellen VanCamp,found,4685998,1997-01-25,USA,2018-10-20,
Chris Tickle,found,2960678,1982-02-01,USA,2008-05-02,
Dennis Davis,error,,,,,fetch failed
Lucas Clayr Paredes da Silva,miss,,,,,
Samir Kadi,miss,5097227,,,,no dob on record
Teodoras Aukstuolis,found,3955016,1991-11-09,Lithuania,2015-12-29,
Shota Iguchi,miss,,,,,
Josiane Nunes,ambiguous,,,,,2 MMA ids
Axel Nobou,miss,5014948,,,,no dob on record
Omar Johnson,miss,4284154,,,,no dob on record
Kuchlong Kuchlong,miss,3087371,,,,no dob on record
Saad Ul-Hasan,found,4751658,1993-10-28,USA,2014-05-26,
Wesley Ferreira,found,5292104,1992-12-18,Brazil,2022-03-19,
Sharifzhon Akhmedov,miss,,,,,
Anthony Morgan,miss,3900089,,,,no dob on record
Alessandro Cordeiro,miss,2957842,,,,no dob on record
Stephanie Bragayrac,found,3925479,1988-06-28,Peru,2013-09-07,
